ID_M;ID_C;P;Ev /%;Eq /%;KA;Durata /s ;V_REF / m/s ;Q_Ref;s(Q_Ref);P_liq_M / MPa;P_liq_V / MPa;V_REF / dm3;P_REF / kg;V_Test / dm3;Np_Ref;Np_Ref_A;Np_Test;Vp_Ref / dm3;Vp_Test /dm3;V_test / m/s;Q_Test / m3/h;s(Q_Test);start_time;stop_time;T_tcb /s;T_tbc /s;T_Air_s /°C;T_Air_f /°C;T_Air_M /°C;T_Liq_s /°C;T_Liq_f /°C;T_Liq_M /°C;P_Air_s  /mbar;P_Air_f  /mbar;REF_Q;S_ErrC2;S_flag;SE_flag;C_MxA /dm3;C_Mx  /dm3;C_B_F  /kg;C_B_S  /kg;P_B_F  / kg;P_B_S /kg;T_V;T_M;REF_M;PSel;ERR_Code;S_ErrC1;mA/ V / hz;s(T_liq);REF;
124535;9811;4;-0,566657;n.a;0,6482;200;0,16505;10,4932;0,0249035;0,0449;0,0446;582,953;581,71;579,65;23316;0;11593;0,025;0,05;0;10,4337;0;06/07/1990 03:22:27;06/07/1990 03:25:53;0,082016;0,093255;20,722;20,705;20,714;18;18;18;0;0;4;0;0;0;0;0;-0,275411;-0,165595;1703,6;1122;0;0;5;3;0;10022;0;0;2025.R7K00183.R7K00183;
124536;9811;4;-0,487972;n.a;0,6482;200;0,16505;10,4912;0,021308;0,0447;0,0446;582,844;581,601;580;23316;0;11600;0,025;0,05;0;10,44;0;06/07/1990 03:26:04;06/07/1990 03:29:30;0,084395;0,093428;20,722;20,54;20,631;18;18;18;0;0;4;0;0;0;0;0;-0,276132;-0,275411;2285,2;1703,6;0;0;5;3;0;10022;0;0;2025.R7K00183.R7K00183;
124537;9811;4;-0,370865;n.a;0,6482;200;0,16505;10,4888;0,0218678;0,0448;0,0447;582,711;581,468;580,55;23316;0;11611;0,025;0,05;0;10,4499;0;06/07/1990 03:29:40;06/07/1990 03:33:06;0,084404;0,093504;20,526;20,681;20,604;18;18;18;0;0;4;0;0;0;0;0;-0,143923;-0,276132;2866,8;2285,2;0;0;5;3;0;10022;0;0;2025.R7K00183.R7K00183;
124538;9811;4;-0,551221;n.a;0,6482;200;0,16505;10,4906;0,0300147;0,0449;0,0447;582,813;581,569;579,6;23317;0;11592;0,025;0,05;0;10,4328;0;06/07/1990 03:33:16;06/07/1990 03:36:42;0,084212;0,093813;20,675;20,675;20,675;18;18;18;0;0;4;0;0;0;0;0;0,0867463;-0,143923;3448,6;2866,8;0;0;5;3;0;10022;0;0;2025.R7K00183.R7K00183;
124539;9811;5;-0,274225;n.a;0,6482;220;0,103745;6,59332;0,0462462;0,0421;0,0421;402,925;402,056;401,82;26864;0;13394;0,015;0,03;0;6,57524;0;06/07/1990 03:46:21;06/07/1990 03:50:07;0,07036;0,077597;20,687;20,522;20,604;18,125;18,125;18,125;0;0;4;0;0;0;0;0;0,0411591;-0,00288724;454,7;52,6;0;0;6;3;0;10022;0;0;2025.R7K00183.R7K00183;
124540;9811;5;-0,42047;n.a;0,6482;220;0,103745;6,60201;0,385825;0,0424;0,0423;403,456;402,596;401,76;26901;0;13392;0,015;0,03;0;6,57425;0;06/07/1990 03:51:29;06/07/1990 03:55:15;0,07603;0,0775;20,731;20,705;20,718;18;18;18;0;0;4;0;0;0;0;0;0,0414211;-0,00289591;455,14;52,5;0;0;6;3;0;10022;0;0;2025.R7K00183.R7K00183;
124541;9811;5;-0,364846;n.a;0,6482;220;0,103745;6,59389;0,0428815;0,0421;0,042;402,96;402,096;401,49;26864;0;13383;0,015;0,03;0;6,56984;0;06/07/1990 03:56:37;06/07/1990 04:00:23;0,075827;0,079061;20,654;20,685;20,67;18,125;18;18,062;0;0;4;0;0;0;0;0;0,0411947;-0,0028855;454,76;52,62;0;0;6;3;0;10022;0;0;2025.R7K00183.R7K00183;
124542;9811;5;-0,204795;n.a;0,6482;220;0,103745;6,60595;0,460501;0,0422;0,0421;403,697;402,836;402,87;26920;0;13429;0,015;0,03;0;6,59242;0;06/07/1990 04:01:44;06/07/1990 04:05:30;0,076348;0,078682;20,693;20,685;20,689;18;18;18;0;0;4;0;0;0;0;0;0,041577;-0,00289418;455,4;52,52;0;0;6;3;0;10022;0;0;2025.R7K00183.R7K00183;
124543;9811;5;0,0245685;n.a;0,6482;220;0,103745;6,59374;0,0366873;0,0421;0,0421;402,951;402,096;403,05;26863;0;13435;0,015;0,03;0;6,59536;0;06/07/1990 04:06:52;06/07/1990 04:10:38;0,076275;0,078519;20,692;20,873;20,782;18;17,875;17,938;0;0;4;0;0;0;0;0;0,0410761;-0,00290282;454,56;52,42;0;0;6;3;0;10022;0;0;2025.R7K00183.R7K00183;
124544;9811;6;-1,67532;n.a;0,6482;150;0,015719;0,988806;0,200898;0,0739;0,0738;41,2002;41,1123;40,51;20631;0;8102;0,002;0,005;0;0,97224;0;06/07/1990 04:22:03;06/07/1990 04:24:39;0,046979;0,034989;20,697;20,845;20,771;18;18;18;0;0;4;0;0;0;0;0;0,0354755;0,00382092;49,376;8,232;0;0;7;3;0;10022;0;0;2025.R7K00183.R7K00183;
124545;9811;6;1,3728;n.a;0,6482;150;0,015719;0,995297;0,104388;0,0753;0,0753;41,4707;41,3822;42,04;20770;0;8408;0,002;0,005;0;1,00896;0;06/07/1990 04:25:48;06/07/1990 04:28:24;0,048494;0,034734;20,83;20,821;20,826;18;18;18;0;0;4;0;0;0;0;0;0,0356107;0,00383552;49,67;8,256;0;0;7;3;0;10022;0;0;2025.R7K00183.R7K00183;
124546;9811;6;2,73106;n.a;0,6482;150;0,015719;0,998374;0,109999;0,0755;0,0756;41,5989;41,5102;42,735;20835;0;8547;0,002;0,005;0;1,02564;0;06/07/1990 04:29:32;06/07/1990 04:32:08;0,04919;0,034847;20,835;20,856;20,846;18;18;18;0;0;4;0;0;0;0;0;0,0356775;0,00384771;49,818;8,276;0;0;7;3;0;10022;0;0;2025.R7K00183.R7K00183;
124547;9811;6;0,998785;n.a;0,6482;150;0,015719;0,998626;0,0602466;0,0758;0,0756;41,6094;41,5202;42,025;20841;0;8405;0,002;0,005;0;1,0086;0;06/07/1990 04:33:17;06/07/1990 04:35:53;0,049711;0,034829;20,626;20,848;20,737;18,125;18;18,062;0;0;4;0;0;0;0;0;0,0356766;0,0038404;49,816;8,264;0;0;7;3;0;10022;0;0;2025.R7K00183.R7K00183;
124548;9811;6;0,34978;n.a;0,6482;150;0,015719;0,998866;0,0626706;0,0761;0,076;41,6194;41,5302;41,765;20846;0;8353;0,002;0,005;0;1,00236;0;06/07/1990 04:37:01;06/07/1990 04:39:37;0,049469;0,034752;20,854;20,651;20,752;18;18,125;18,062;0;0;4;0;0;0;0;0;0,035682;0,00384161;49,828;8,266;0;0;7;3;0;10022;0;0;2025.R7K00183.R7K00183;
124549;9811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01/01/1990 00:00:00;01/01/1990 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025.R7K00183.R7K00183;
