ID_M;ID_C;P;Ev /%;Eq /%;KA;Durata /s ;V_REF / m/s ;Q_Ref;s(Q_Ref);P_liq_M / MPa;P_liq_V / MPa;V_REF / dm3;P_REF / kg;V_Test / dm3;Np_Ref;Np_Ref_A;Np_Test;Vp_Ref / dm3;Vp_Test /dm3;V_test / m/s;Q_Test / m3/h;s(Q_Test);start_time;stop_time;T_tcb /s;T_tbc /s;T_Air_s /°C;T_Air_f /°C;T_Air_M /°C;T_Liq_s /°C;T_Liq_f /°C;T_Liq_M /°C;P_Air_s  /mbar;P_Air_f  /mbar;REF_Q;S_ErrC2;S_flag;SE_flag;C_MxA /dm3;C_Mx  /dm3;C_B_F  /kg;C_B_S  /kg;P_B_F  / kg;P_B_S /kg;T_V;T_M;REF_M;PSel;ERR_Code;S_ErrC1;mA/ V / hz;s(T_liq);REF;
125180;9855;1;0,0157903;n.a;0,635;120;5,97322;379,898;0,257006;0,0976;0,0698;12666;0;12668;12666;12841;6334;1;2;0;380,04;0;19/07/1990 03:46:53;19/07/1990 03:48:54;0;0;19,093;18,908;19;18,125;18,25;18,188;0;0;1;10002;8;0;0,880161;0,884254;0,0238488;-0,00299685;284,7;17,94;0;0;1;1;0;10022;0;0;2025.R7K00187.R7K00187;
125181;9855;1;-0,0236724;n.a;0,635;120;5,97322;380,108;0,199474;0,0974;0,0688;12673;0;12670;12673;12847;6335;1;2;0;380,1;0;19/07/1990 03:48:59;19/07/1990 03:51:00;0;0;18,91;19,021;18,966;18,25;18,375;18,312;0;0;1;10002;8;0;0,880161;0,884254;0,0238488;-0,00299685;284,7;17,94;0;0;1;1;0;10022;0;0;2025.R7K00187.R7K00187;
125182;9855;1;0;n.a;0,635;120;5,97322;379,908;0,183906;0,0967;0,0696;12666;0;12666;12666;12835;6333;1;2;0;379,98;0;19/07/1990 03:51:05;19/07/1990 03:53:06;0;0;19,025;18,909;18,967;18,375;18,375;18,375;0;0;1;10002;8;0;0,880161;0,884254;0,0238488;-0,00299685;284,7;17,94;0;0;1;1;0;10022;0;0;2025.R7K00187.R7K00187;
125183;9855;2;-0,472349;n.a;0,635;250;0,167675;10,6559;0,0273995;0,0453;0,0449;739,995;738,374;736,5;29611;0;14730;0,025;0,05;0;10,6056;0;19/07/1990 03:58:22;19/07/1990 04:02:38;0,083841;0,092488;18,985;18,89;18,938;18,25;18,375;18,312;0;0;4;0;0;0;0,880161;0,884254;-0,203436;-0,0298882;1283,8;545,6;0;0;5;3;0;10022;0;0;2025.R7K00187.R7K00187;
125184;9855;2;-0,0948471;n.a;0,635;250;0,167675;10,6575;0,0232025;0,0453;0,0447;740,102;738,489;739,4;29611;0;14788;0,025;0,05;0;10,6474;0;19/07/1990 04:02:49;19/07/1990 04:07:05;0,080805;0,092505;19,005;19,124;19,064;18,375;18,125;18,25;0;0;4;0;0;0;0,880161;0,884254;-0,292196;-0,203436;2022,2;1283,8;0;0;5;3;0;10022;0;0;2025.R7K00187.R7K00187;
125185;9855;2;-0,449996;n.a;0,635;250;0,167675;10,6601;0,020004;0,0452;0,0447;740,281;738,685;736,95;29612;0;14739;0,025;0,05;0;10,6121;0;19/07/1990 04:07:15;19/07/1990 04:11:31;0,083928;0,092875;18,992;19,042;19,017;18,125;18,125;18,125;0;0;4;0;0;0;0,880161;0,884254;-0,177085;-0,292196;2761;2022,2;0;0;5;3;0;10022;0;0;2025.R7K00187.R7K00187;
125186;9855;3;-0,719962;n.a;0,635;220;0,104799;6,66248;0,0410544;0,0425;0,0421;407,151;406,273;404,22;27139;0;13474;0,015;0,03;0;6,61451;0;19/07/1990 04:14:25;19/07/1990 04:18:11;0,071135;0,079875;18,894;18,943;18,918;18,125;18,125;18,125;0;0;4;0;0;0;0,880161;0,884254;0,0437985;-0,00288201;458,98;52,66;0;0;6;3;0;10022;0;0;2025.R7K00187.R7K00187;
125187;9855;3;-0,99631;n.a;0,635;220;0,104799;6,66273;0,0386533;0,0424;0,0421;407,167;406,293;403,11;27138;0;13437;0,015;0,03;0;6,59634;0;19/07/1990 04:21:12;19/07/1990 04:24:59;0,075692;0,080728;19,058;19,106;19,082;18,125;18;18,062;0;0;4;0;0;0;0,880161;0,884254;0,0437472;-0,00289071;458,9;52,56;0;0;6;3;0;10022;0;0;2025.R7K00187.R7K00187;
125188;9855;3;-0,383426;n.a;0,635;220;0,104799;6,66756;0,281406;0,0425;0,0422;407,462;406,593;405,9;27164;0;13530;0,015;0,03;0;6,642;0;19/07/1990 04:26:33;19/07/1990 04:30:19;0,075872;0,080366;19,093;19,218;19,156;18;18;18;0;0;4;0;0;0;0,880161;0,884254;0,0440298;-0,00287852;459,34;52,7;0;0;6;3;0;10022;0;0;2025.R7K00187.R7K00187;
125189;9855;4;-0,493447;n.a;0,635;250;0,0528159;3,35766;0,111719;0,0391;0,0387;233,171;232,673;232,02;23316;0;11601;0,01;0,02;0;3,34109;0;19/07/1990 04:34:46;19/07/1990 04:39:02;0,075878;0,078972;19,245;19,168;19,206;18;18;18;0;0;4;0;0;0;0,880161;0,884254;0,0238827;-0,00299358;284,04;51,34;0;0;6;3;0;10022;0;0;2025.R7K00187.R7K00187;
