ID_M;ID_C;P;Ev /%;Eq /%;KA;Durata /s ;V_REF / m/s ;Q_Ref;s(Q_Ref);P_liq_M / MPa;P_liq_V / MPa;V_REF / dm3;P_REF / kg;V_Test / dm3;Np_Ref;Np_Ref_A;Np_Test;Vp_Ref / dm3;Vp_Test /dm3;V_test / m/s;Q_Test / m3/h;s(Q_Test);start_time;stop_time;T_tcb /s;T_tbc /s;T_Air_s /°C;T_Air_f /°C;T_Air_M /°C;T_Liq_s /°C;T_Liq_f /°C;T_Liq_M /°C;P_Air_s  /mbar;P_Air_f  /mbar;REF_Q;S_ErrC2;S_flag;SE_flag;C_MxA /dm3;C_Mx  /dm3;C_B_F  /kg;C_B_S  /kg;P_B_F  / kg;P_B_S /kg;T_V;T_M;REF_M;PSel;ERR_Code;S_ErrC1;mA/ V / hz;s(T_liq);REF;
125125;9851;1;-6,31072;0;0,6;120;5,97322;379,724;0,273304;0,0951;0,0695;12661;0;11862;12661;12828;5931;1;2;0;355,86;0;18/07/1990 05:06:34;18/07/1990 05:08:35;0;0;19,123;19,025;19,074;17,125;17,25;17,188;0;0;1;10001;4;0;0,880161;0,884254;0,0437856;-0,00289071;458,96;26,34;0;0;1;1;0;10022;0;0;2025.R7K00188.R7K00188;
125126;9851;1;-6,43201;0;0,6;120;5,97322;380,011;0,210836;0,097;0,0702;12671;0;11856;12671;12835;5928;1;2;0;355,68;0;18/07/1990 05:08:40;18/07/1990 05:10:41;0;0;19,025;19,247;19,136;17,25;17,25;17,25;0;0;1;10001;4;0;0,880161;0,884254;0,0437856;-0,00289071;458,96;26,34;0;0;1;1;0;10022;0;0;2025.R7K00188.R7K00188;
125127;9851;1;-6,51093;0;0,6;120;5,97322;379,98;0,221799;0,096;0,0694;12671;0;11846;12671;12835;5923;1;2;0;355,38;0;18/07/1990 05:10:46;18/07/1990 05:12:47;0;0;19,142;19,057;19,1;17,375;17,375;17,375;0;0;1;10001;4;0;0,880161;0,884254;0,0437856;-0,00289071;458,96;26,34;0;0;1;1;0;10022;0;0;2025.R7K00188.R7K00188;
125128;9851;1;-0,110497;0;0,6411;120;5,97322;379,997;0,213912;0,096;0,0694;12670;0;12656;12670;12838;6328;1;2;0;379,68;0;18/07/1990 05:15:56;18/07/1990 05:17:57;0;0;19,004;19,061;19,032;17,5;17,5;17,5;0;0;1;10002;8;0;0,880161;0,884254;0,0437856;-0,00289071;458,96;26,34;0;0;1;1;0;10022;0;0;2025.R7K00188.R7K00188;
125129;9851;1;-0,0710283;0;0,6411;120;5,97322;380,019;0,195764;0,0955;0,069;12671;0;12662;12671;12838;6331;1;2;0;379,86;0;18/07/1990 05:18:02;18/07/1990 05:20:03;0;0;19,053;19,069;19,061;17,5;17,5;17,5;0;0;1;10002;8;0;0,880161;0,884254;0,0437856;-0,00289071;458,96;26,34;0;0;1;1;0;10022;0;0;2025.R7K00188.R7K00188;
125130;9851;1;-0,00789204;0;0,6411;120;5,97322;380,004;0,173546;0,0956;0,0687;12671;0;12670;12671;12842;6335;1;2;0;380,1;0;18/07/1990 05:20:08;18/07/1990 05:22:09;0;0;19,075;19,119;19,097;17,5;17,5;17,5;0;0;1;10002;8;0;0,880161;0,884254;0,0437856;-0,00289071;458,96;26,34;0;0;1;1;0;10022;0;0;2025.R7K00188.R7K00188;
125132;9851;2;-0,888275;0;0,6411;250;0,16767;10,6621;0,027624;0,0455;0,045;740,427;738,89;733,85;29616;0;14677;0,025;0,05;0;10,5674;0;18/07/1990 05:30:30;18/07/1990 05:34:46;0,076372;0,09263;19,106;19,001;19,054;17,625;17,75;17,688;0;0;4;0;0;0;0,880161;0,884254;-0,292227;-0,20237;2017,8;1279;0;0;5;3;0;10022;0;0;2025.R7K00188.R7K00188;
125133;9851;2;-0,63025;0;0,6411;250;0,16767;10,6562;0,0244632;0,0455;0,045;740,014;738,486;735,35;29614;0;14707;0,025;0,05;0;10,589;0;18/07/1990 05:34:56;18/07/1990 05:39:12;0,084406;0,092827;19,119;19,117;19,118;17,625;17,625;17,625;0;0;4;0;0;0;0,880161;0,884254;-0,178443;-0,292227;2756,4;2017,8;0;0;5;3;0;10022;0;0;2025.R7K00188.R7K00188;
125134;9851;2;-0,519115;0;0,6411;250;0,16767;10,6595;0,0303959;0,0456;0,0451;740,243;738,714;736,4;29614;0;14728;0,025;0,05;0;10,6042;0;18/07/1990 05:39:22;18/07/1990 05:43:38;0,084245;0,092712;19,109;19,021;19,065;17,625;17,625;17,625;0;0;4;0;0;0;0,880161;0,884254;0,107179;-0,178443;3495,4;2756,4;0;0;5;3;0;10022;0;0;2025.R7K00188.R7K00188;
125135;9851;3;-0,849593;0;0,6411;220;0,104793;6,67366;0,47579;0,0429;0,0424;407,835;406,993;404,37;27193;0;13479;0,015;0,03;0;6,61696;0;18/07/1990 05:46:29;18/07/1990 05:50:15;0,069364;0,08031;19,106;19,166;19,136;17,5;17,75;17,625;0;0;4;0;0;0;0,880161;0,884254;0,0442366;-0,0028855;459,66;52,62;0;0;6;3;0;10022;0;0;2025.R7K00188.R7K00188;
125136;9851;3;-1,30959;0;0,6411;220;0,104793;6,66299;0,0356278;0,0426;0,0422;407,182;406,333;401,85;27140;0;13395;0,015;0,03;0;6,57573;0;18/07/1990 05:51:47;18/07/1990 05:55:34;0,075749;0,079156;19,127;19,023;19,075;17,75;17,75;17,75;0;0;4;0;0;0;0,880161;0,884254;0,0447326;-0,00275798;460,42;54,04;0;0;6;3;0;10022;0;0;2025.R7K00188.R7K00188;
125137;9851;3;-1,57321;0;0,6411;220;0,104793;6,67235;0,430308;0,0429;0,0424;407,755;406,913;401,34;27188;0;13378;0,015;0,03;0;6,56738;0;18/07/1990 05:57:05;18/07/1990 06:00:51;0,075814;0,078149;19,21;19,046;19,128;17,625;17,625;17,625;0;0;4;0;0;0;0,880161;0,884254;0,0441459;-0,00289071;459,52;52,56;0;0;6;3;0;10022;0;0;2025.R7K00188.R7K00188;
125138;9851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01/01/1990 00:00:00;01/01/1990 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025.R7K00188.R7K00188;
