ID_M;ID_C;P;Ev /%;Eq /%;KA;Durata /s ;V_REF / m/s ;Q_Ref;s(Q_Ref);P_liq_M / MPa;P_liq_V / MPa;V_REF / dm3;P_REF / kg;V_Test / dm3;Np_Ref;Np_Ref_A;Np_Test;Vp_Ref / dm3;Vp_Test /dm3;V_test / m/s;Q_Test / m3/h;s(Q_Test);start_time;stop_time;T_tcb /s;T_tbc /s;T_Air_s /°C;T_Air_f /°C;T_Air_M /°C;T_Liq_s /°C;T_Liq_f /°C;T_Liq_M /°C;P_Air_s  /mbar;P_Air_f  /mbar;REF_Q;S_ErrC2;S_flag;SE_flag;C_MxA /dm3;C_Mx  /dm3;C_B_F  /kg;C_B_S  /kg;P_B_F  / kg;P_B_S /kg;T_V;T_M;REF_M;PSel;ERR_Code;S_ErrC1;mA/ V / hz;s(T_liq);REF;
125341;9870;1;0,0474083;n.a;0,6468;120;5,97322;379,622;0,190537;0,1099;0,0314;12656;0;12662;12656;12834;6331;1;2;0;379,86;0;25/07/1990 06:21:03;25/07/1990 06:23:04;0;0;22,253;22,308;22,28;18;18;18;0;0;1;10001;4;0;0;0;-0,292267;-0,292267;2009;2293,8;0;0;1;1;0;10022;0;0;2025.R7K00188.R7K00188;
125342;9870;1;0,284945;n.a;0,6468;120;5,97322;379,871;0,210779;0,1093;0,0316;12634;0;12670;12634;12794;6335;1;2;0;380,1;0;25/07/1990 06:23:09;25/07/1990 06:25:10;0;0;22,307;22,321;22,314;18;18,125;18,062;0;0;1;10001;4;0;0;0;-0,292267;-0,292267;2009;2293,8;0;0;1;1;0;10022;0;0;2025.R7K00188.R7K00188;
125343;9870;1;-0,0157828;n.a;0,6468;120;5,97322;380,083;0,194054;0,1088;0,031;12672;0;12670;12672;12851;6335;1;2;0;380,1;0;25/07/1990 06:25:15;25/07/1990 06:27:16;0;0;22,323;22,343;22,333;18,125;18,125;18,125;0;0;1;10001;4;0;0;0;-0,292267;-0,292267;2009;2293,8;0;0;1;1;0;10022;0;0;2025.R7K00188.R7K00188;
125344;9870;2;-0,206464;n.a;0,6468;250;0,167675;10,6586;0,0242125;0,0408;0,0079;740,178;738,573;738,65;29606;0;14773;0,025;0,05;0;10,6366;0;25/07/1990 06:30:34;25/07/1990 06:34:50;0,084;0,093458;22,285;22,324;22,304;18,25;18,125;18,188;0;0;4;0;0;0;0;0;-0,201568;-0,0282873;1275,4;537;0;0;5;3;0;10022;0;0;2025.R7K00188.R7K00188;
125345;9870;2;-0,0589492;n.a;0,6468;250;0,167675;10,6544;0,0273238;0,0408;0,0073;739,886;738,291;739,45;29607;0;14789;0,025;0,05;0;10,6481;0;25/07/1990 06:35:01;25/07/1990 06:39:16;0,081527;0,093378;22,334;22,273;22,304;18,125;18,125;18,125;0;0;4;0;0;0;0;0;-0,29225;-0,201568;2013,6;1275,4;0;0;5;3;0;10022;0;0;2025.R7K00188.R7K00188;
125346;9870;2;-0,0776553;n.a;0,6468;250;0,167675;10,6571;0,0256977;0,0408;0,0091;740,075;738,487;739,5;29606;0;14790;0,025;0,05;0;10,6488;0;25/07/1990 06:39:26;25/07/1990 06:43:43;0,083768;0,094076;22,285;22,462;22,374;18,125;18;18,062;0;0;4;0;0;0;0;0;-0,179678;-0,29225;2752,2;2013,6;0;0;5;3;0;10022;0;0;2025.R7K00188.R7K00188;
125347;9870;3;-0,30705;n.a;0,6468;220;0,104799;6,66098;0,0475929;0,0248;0,0061;407,06;406,191;405,81;27136;0;13527;0,015;0,03;0;6,64053;0;25/07/1990 06:49:00;25/07/1990 06:52:46;0,067851;0,076469;22,445;22,465;22,455;18;18;18;0;0;4;0;0;0;0;0;0,0459204;-0,0025732;462,2;55,96;0;0;6;3;0;10022;0;0;2025.R7K00188.R7K00188;
125348;9870;3;-0,405797;n.a;0,6468;220;0,104799;6,66068;0,0356317;0,0246;0,0068;407,042;406,173;405,39;27129;0;13513;0,015;0,03;0;6,63365;0;25/07/1990 06:54:09;25/07/1990 06:57:55;0,074086;0,077622;22,542;22,401;22,472;18;18;18;0;0;4;0;0;0;0;0;0,043696;-0,00288724;458,82;52,6;0;0;6;3;0;10022;0;0;2025.R7K00188.R7K00188;
125349;9870;3;-0,149152;n.a;0,6468;220;0,104799;6,66913;0,488017;0,0246;0,01;407,558;406,693;406,95;27180;0;13565;0,015;0,03;0;6,65918;0;25/07/1990 06:59:20;25/07/1990 07:03:06;0,074461;0,076659;22,476;22,393;22,434;17,875;18;17,938;0;0;4;0;0;0;0;0;0,044004;-0,00289071;459,3;52,56;0;0;6;3;0;10022;0;0;2025.R7K00188.R7K00188;
125350;9870;4;0,262229;n.a;0,6468;250;0,0528159;3,35964;0,0730462;0,0388;0,0176;233,308;232,813;233,92;23325;0;11696;0,01;0,02;0;3,36845;0;25/07/1990 07:06:32;25/07/1990 07:10:47;0,074024;0,075713;22,453;22,394;22,424;17,875;18;17,938;0;0;4;0;0;0;0;0;0,0238745;-0,00299194;284,2;51,36;0;0;6;3;0;10022;0;0;2025.R7K00188.R7K00188;
125351;9870;4;-0,259527;n.a;0,6468;250;0,0528159;3,35931;0,0667199;0,0388;0,0196;233,285;232,793;232,68;23325;0;11634;0,01;0,02;0;3,35059;0;25/07/1990 07:12:05;25/07/1990 07:16:22;0,074596;0,076859;22,48;22,584;22,532;17,875;17,875;17,875;0;0;4;0;0;0;0;0;0,0238766;-0,00299358;284,16;51,34;0;0;6;3;0;10022;0;0;2025.R7K00188.R7K00188;
125352;9870;4;-0,20693;n.a;0,6468;250;0,0528159;3,35956;0,37376;0,0389;0,0217;233,303;232,813;232,82;23336;0;11641;0,01;0,02;0;3,35261;0;25/07/1990 07:17:38;25/07/1990 07:21:54;0,07483;0,076484;22,536;22,603;22,57;17,875;17,75;17,812;0;0;4;0;0;0;0;0;0,0238735;-0,0029903;284,22;51,38;0;0;6;3;0;10022;0;0;2025.R7K00188.R7K00188;
