ID_M;ID_C;P;Ev /%;Eq /%;KA;Durata /s ;V_REF / m/s ;Q_Ref;s(Q_Ref);P_liq_M / MPa;P_liq_V / MPa;V_REF / dm3;P_REF / kg;V_Test / dm3;Np_Ref;Np_Ref_A;Np_Test;Vp_Ref / dm3;Vp_Test /dm3;V_test / m/s;Q_Test / m3/h;s(Q_Test);start_time;stop_time;T_tcb /s;T_tbc /s;T_Air_s /°C;T_Air_f /°C;T_Air_M /°C;T_Liq_s /°C;T_Liq_f /°C;T_Liq_M /°C;P_Air_s  /mbar;P_Air_f  /mbar;REF_Q;S_ErrC2;S_flag;SE_flag;C_MxA /dm3;C_Mx  /dm3;C_B_F  /kg;C_B_S  /kg;P_B_F  / kg;P_B_S /kg;T_V;T_M;REF_M;PSel;ERR_Code;S_ErrC1;mA/ V / hz;s(T_liq);REF;
125066;9846;1;-0,0631213;n.a;0,6268;120;5,97322;380,119;0,176769;0,0973;0,0701;12674;0;12666;12674;12847;6333;1;2;0;379,98;0;17/07/1990 00:21:32;17/07/1990 00:23:33;0;0;18,236;18,173;18,204;18,25;18,375;18,312;0;0;1;10002;8;0;0,880161;0,884254;0,0239628;-0,0029705;282,44;-0,22;0;0;1;1;0;10022;0;0;2025.R7K00186.R7K00186;
125067;9846;1;-0,118418;n.a;0,6268;120;5,97322;379,871;0,203499;0,0975;0,0705;12667;0;12652;12667;12838;6326;1;2;0;379,56;0;17/07/1990 00:23:38;17/07/1990 00:25:39;0;0;18,178;18,241;18,21;18,375;18,375;18,375;0;0;1;10002;8;0;0,880161;0,884254;0,0239628;-0,0029705;282,44;-0,22;0;0;1;1;0;10022;0;0;2025.R7K00186.R7K00186;
125068;9846;1;-0,0315806;n.a;0,6268;120;5,97322;379,907;0,168747;0,0963;0,0691;12666;0;12662;12666;12844;6331;1;2;0;379,86;0;17/07/1990 00:25:44;17/07/1990 00:27:45;0;0;18,132;18,154;18,143;18,5;18,5;18,5;0;0;1;10002;8;0;0,880161;0,884254;0,0239628;-0,0029705;282,44;-0,22;0;0;1;1;0;10022;0;0;2025.R7K00186.R7K00186;
125069;9846;2;-0,292239;n.a;0,6268;250;0,16767;10,6648;0,139791;0,0456;0,0452;740,614;738,974;738,45;29635;0;14769;0,025;0,05;0;10,6337;0;17/07/1990 00:31:38;17/07/1990 00:35:54;0,084147;0,09307;18,178;18,246;18,212;18,5;18,375;18,438;0;0;4;0;0;0;0,880161;0,884254;-0,202992;-0,0294017;1281,8;543;0;0;5;3;0;10022;0;0;2025.R7K00186.R7K00186;
125070;9846;2;-0,261776;n.a;0,6268;250;0,16767;10,658;0,029611;0,0455;0,0452;740,138;738,489;738,2;29609;0;14764;0,025;0,05;0;10,6301;0;17/07/1990 00:36:04;17/07/1990 00:40:21;0,081102;0,093189;18,128;18,147;18,138;18,5;18,5;18,5;0;0;4;0;0;0;0,880161;0,884254;-0,292211;-0,202992;2020,2;1281,8;0;0;5;3;0;10022;0;0;2025.R7K00186.R7K00186;
125071;9846;2;-0,247799;n.a;0,6268;250;0,16767;10,6579;0,0228912;0,0454;0,0452;740,134;738,486;738,3;29611;0;14766;0,025;0,05;0;10,6315;0;17/07/1990 00:40:31;17/07/1990 00:44:47;0,084584;0,093368;18,14;18,139;18,14;18,5;18,5;18,5;0;0;4;0;0;0;0,880161;0,884254;-0,177735;-0,292211;2758,8;2020,2;0;0;5;3;0;10022;0;0;2025.R7K00186.R7K00186;
125072;9846;3;-0,0443469;n.a;0,6268;220;0,104793;6,6641;0,0451051;0,043;0,0426;407,251;406,353;407,07;27139;0;13569;0,015;0,03;0;6,66114;0;17/07/1990 00:50:46;17/07/1990 00:54:32;0,071767;0,078853;18,221;18,181;18,201;18,375;18,375;18,375;0;0;4;0;0;0;0,880161;0,884254;0,0438625;-0,00288027;459,08;52,68;0;0;6;3;0;10022;0;0;2025.R7K00186.R7K00186;
125073;9846;3;-0,137708;n.a;0,6268;220;0,104793;6,67721;0,459926;0,0431;0,0428;408,052;407,153;407,49;27206;0;13583;0,015;0,03;0;6,66802;0;17/07/1990 00:55:59;17/07/1990 00:59:45;0,076298;0,078112;18,348;18,219;18,284;18,375;18,375;18,375;0;0;4;0;0;0;0,880161;0,884254;0,0442885;-0,00289244;459,74;52,54;0;0;6;3;0;10022;0;0;2025.R7K00186.R7K00186;
125074;9846;3;0,0833864;n.a;0,6268;220;0,104793;6,66246;0,0324044;0,043;0,0427;407,15;406,253;407,49;27140;0;13583;0,015;0,03;0;6,66802;0;17/07/1990 01:01:11;17/07/1990 01:04:57;0,076128;0,077731;18,319;18,366;18,342;18,375;18,375;18,375;0;0;4;0;0;0;0,880161;0,884254;0,0437344;-0,00288897;458,88;52,58;0;0;6;3;0;10022;0;0;2025.R7K00186.R7K00186;
