ID_M;ID_C;P;Ev /%;Eq /%;KA;Durata /s ;V_REF / m/s ;Q_Ref;s(Q_Ref);P_liq_M / MPa;P_liq_V / MPa;V_REF / dm3;P_REF / kg;V_Test / dm3;Np_Ref;Np_Ref_A;Np_Test;Vp_Ref / dm3;Vp_Test /dm3;V_test / m/s;Q_Test / m3/h;s(Q_Test);start_time;stop_time;T_tcb /s;T_tbc /s;T_Air_s /°C;T_Air_f /°C;T_Air_M /°C;T_Liq_s /°C;T_Liq_f /°C;T_Liq_M /°C;P_Air_s  /mbar;P_Air_f  /mbar;REF_Q;S_ErrC2;S_flag;SE_flag;C_MxA /dm3;C_Mx  /dm3;C_B_F  /kg;C_B_S  /kg;P_B_F  / kg;P_B_S /kg;T_V;T_M;REF_M;PSel;ERR_Code;S_ErrC1;mA/ V / hz;s(T_liq);REF;
125164;9854;1;0,0394602;n.a;0,636274;120;5,97322;380,002;0,10476;0,0987;0,0702;12671;0;12676;12671;12843;6338;1;2;0;380,28;0;19/07/1990 01:59:52;19/07/1990 02:01:53;0;0;18,684;18,653;18,668;18,625;18,75;18,688;0;0;1;10002;8;0;0,880161;0,884254;-0,292243;-0,292243;2015,2;2029;0;0;1;1;0;10022;0;0;2025.R7K00186.R7K00186;
125165;9854;1;0,00789204;n.a;0,6363;120;5,97322;380,044;0,0902536;0,0979;0,0706;12671;0;12672;12671;12845;6336;1;2;0;380,16;0;19/07/1990 02:01:58;19/07/1990 02:03:59;0;0;18,645;18,693;18,669;18,75;18,75;18,75;0;0;1;10002;8;0;0,880161;0,884254;-0,292243;-0,292243;2015,2;2029;0;0;1;1;0;10022;0;0;2025.R7K00186.R7K00186;
125166;9854;1;0,102613;n.a;0,6363;120;5,97322;379,962;0,08414;0,0982;0,0699;12669;0;12682;12669;12842;6341;1;2;0;380,46;0;19/07/1990 02:04:04;19/07/1990 02:06:05;0;0;18,708;18,649;18,678;18,75;18,875;18,812;0;0;1;10002;8;0;0,880161;0,884254;-0,292243;-0,292243;2015,2;2029;0;0;1;1;0;10022;0;0;2025.R7K00186.R7K00186;
125167;9854;2;0,10149;n.a;0,6363;250;0,167675;10,6596;0,0636197;0,0452;0,0446;740,249;738,573;741;29621;0;14820;0,025;0,05;0;10,6704;0;19/07/1990 02:14:54;19/07/1990 02:19:11;0,083961;0,093045;18,834;18,748;18,791;18,75;18,625;18,688;0;0;4;0;0;0;0,880161;0,884254;-0,202281;-0,0288802;1278,6;540,2;0;0;5;3;0;10022;0;0;2025.R7K00186.R7K00186;
125168;9854;2;0,112791;n.a;0,6363;250;0,167675;10,6584;0,0285391;0,0453;0,0446;740,165;738,49;741;29611;0;14820;0,025;0,05;0;10,6704;0;19/07/1990 02:19:21;19/07/1990 02:23:37;0,082058;0,092913;18,627;18,848;18,738;18,75;18,625;18,688;0;0;4;0;0;0;0,880161;0,884254;-0,292232;-0,202281;2017;1278,6;0;0;5;3;0;10022;0;0;2025.R7K00186.R7K00186;
125169;9854;2;0,149449;n.a;0,6363;250;0,167675;10,6581;0,024837;0,0452;0,0446;740,144;738,487;741,25;29612;0;14825;0,025;0,05;0;10,674;0;19/07/1990 02:23:47;19/07/1990 02:28:03;0,084313;0,093302;18,845;18,844;18,844;18,625;18,5;18,562;0;0;4;0;0;0;0,880161;0,884254;-0,178679;-0,292232;2755,6;2017;0;0;5;3;0;10022;0;0;2025.R7K00186.R7K00186;
125170;9854;3;-0,326618;n.a;0,6363;220;0,104799;6,66524;0,0444519;0,0425;0,042;407,32;406,413;405,99;27141;0;13533;0,015;0,03;0;6,64347;0;19/07/1990 02:30:52;19/07/1990 02:34:38;0,057116;0,079361;18,827;18,836;18,832;18,5;18,5;18,5;0;0;4;0;0;0;0,880161;0,884254;0,043901;-0,00288027;459,14;52,68;0;0;6;3;0;10022;0;0;2025.R7K00186.R7K00186;
125171;9854;3;-0,380664;n.a;0,6363;220;0,104799;6,66492;0,126463;0,0424;0,0419;407,3;406,393;405,75;27147;0;13525;0,015;0,03;0;6,63954;0;19/07/1990 02:36:50;19/07/1990 02:40:36;0,07573;0,079987;18,814;18,805;18,81;18,5;18,5;18,5;0;0;4;0;0;0;0,880161;0,884254;0,0438369;-0,00288724;459,04;52,6;0;0;6;3;0;10022;0;0;2025.R7K00186.R7K00186;
125172;9854;3;-0,105761;n.a;0,6363;220;0,104799;6,66574;0,233432;0,0426;0,042;407,351;406,453;406,92;27157;0;13564;0,015;0,03;0;6,65869;0;19/07/1990 02:42:10;19/07/1990 02:45:57;0,075693;0,078107;18,853;18,859;18,856;18,375;18,375;18,375;0;0;4;0;0;0;0,880161;0,884254;0,0438753;-0,00288724;459,1;52,6;0;0;6;3;0;10022;0;0;2025.R7K00186.R7K00186;
125173;9854;4;-0,16592;n.a;0,6363;250;0,0528159;3,3576;0,108258;0,0392;0,0387;233,167;232,653;232,78;23314;0;11639;0,01;0,02;0;3,35203;0;19/07/1990 02:50:09;19/07/1990 02:54:26;0,075518;0,076734;18,85;18,831;18,84;18,375;18,375;18,375;0;0;4;0;0;0;0,880161;0,884254;0,0238837;-0,00299358;284,02;51,34;0;0;6;3;0;10022;0;0;2025.R7K00186.R7K00186;
125174;9854;4;-0,241942;n.a;0,6363;250;0,0528159;3,35872;0,107341;0,0391;0,0388;233,244;232,733;232,68;23317;0;11634;0,01;0,02;0;3,35059;0;19/07/1990 02:57:02;19/07/1990 03:01:18;0,075645;0,078448;18,922;18,832;18,877;18,375;18,25;18,312;0;0;4;0;0;0;0,880161;0,884254;0,0238755;-0,00298702;284,18;51,42;0;0;6;3;0;10022;0;0;2025.R7K00186.R7K00186;
125175;9854;4;-0,839314;n.a;0,6363;250;0,0528159;3,36792;0,706937;0,039;0,0387;233,883;233,373;231,92;23384;0;11596;0,01;0,02;0;3,33965;0;19/07/1990 03:02:57;19/07/1990 03:07:13;0,076143;0,07712;18,957;18,948;18,952;18,25;18,25;18,25;0;0;4;0;0;0;0,880161;0,884254;0,0238488;-0,00299685;284,7;51,3;0;0;6;3;0;10022;0;0;2025.R7K00186.R7K00186;
