ID_M;ID_C;P;Ev /%;Eq /%;KA;Durata /s ;V_REF / m/s ;Q_Ref;s(Q_Ref);P_liq_M / MPa;P_liq_V / MPa;V_REF / dm3;P_REF / kg;V_Test / dm3;Np_Ref;Np_Ref_A;Np_Test;Vp_Ref / dm3;Vp_Test /dm3;V_test / m/s;Q_Test / m3/h;s(Q_Test);start_time;stop_time;T_tcb /s;T_tbc /s;T_Air_s /°C;T_Air_f /°C;T_Air_M /°C;T_Liq_s /°C;T_Liq_f /°C;T_Liq_M /°C;P_Air_s  /mbar;P_Air_f  /mbar;REF_Q;S_ErrC2;S_flag;SE_flag;C_MxA /dm3;C_Mx  /dm3;C_B_F  /kg;C_B_S  /kg;P_B_F  / kg;P_B_S /kg;T_V;T_M;REF_M;PSel;ERR_Code;S_ErrC1;mA/ V / hz;s(T_liq);REF;
125357;9871;1;0,173639;n.a;0,647647;120;5,97322;380,014;0,162273;0,1061;0,0703;12670;0;12692;12670;12845;6346;1;2;0;380,76;0;25/07/1990 23:50:50;25/07/1990 23:52:51;0;0;20,97;20,881;20,926;18,125;18,375;18,25;0;0;1;10002;8;0;0;0;0,0238735;-0,0029903;284,22;3,86;0;0;1;1;0;10022;0;0;2025.R7K00189.R7K00189;
125358;9871;1;0,157853;n.a;0,647647;120;5,97322;380,01;0,203891;0,1072;0,0702;12670;0;12690;12670;12846;6345;1;2;0;380,7;0;25/07/1990 23:52:56;25/07/1990 23:54:57;0;0;20,892;21,067;20,98;18,375;18,375;18,375;0;0;1;10002;8;0;0;0;0,0238735;-0,0029903;284,22;3,86;0;0;1;1;0;10022;0;0;2025.R7K00189.R7K00189;
125359;9871;1;0,00788955;n.a;0,647647;120;5,97322;380,132;0,175054;0,1065;0,0696;12675;0;12676;12675;12844;6338;1;2;0;380,28;0;25/07/1990 23:55:02;25/07/1990 23:57:03;0;0;21,07;21,033;21,052;18,375;18,5;18,438;0;0;1;10002;8;0;0;0;0,0238735;-0,0029903;284,22;3,86;0;0;1;1;0;10022;0;0;2025.R7K00189.R7K00189;
125360;9871;2;0,123145;n.a;0,647647;250;0,167675;10,6537;0,021582;0,0409;0,0359;739,839;738,174;740,75;29608;0;14815;0,025;0,05;0;10,6668;0;26/07/1990 00:00:58;26/07/1990 00:05:14;0,083931;0,093409;21,152;21,155;21,154;18,625;18,625;18,625;0;0;4;0;0;0;0;0;-0,202992;-0,0295511;1281,8;543,8;0;0;5;3;0;10022;0;0;2025.R7K00189.R7K00189;
125361;9871;2;0,128841;n.a;0,647647;250;0,167675;10,6581;0,0261789;0,0409;0,0362;740,146;738,489;741,1;29608;0;14822;0,025;0,05;0;10,6718;0;26/07/1990 00:05:24;26/07/1990 00:09:40;0,073631;0,093066;21,163;21,372;21,268;18,625;18,5;18,562;0;0;4;0;0;0;0;0;-0,292211;-0,202992;2020,2;1281,8;0;0;5;3;0;10022;0;0;2025.R7K00189.R7K00189;
125362;9871;2;0,0550844;n.a;0,647647;250;0,167675;10,6552;0,0210181;0,0409;0,0362;739,942;738,286;740,35;29607;0;14807;0,025;0,05;0;10,661;0;26/07/1990 00:09:50;26/07/1990 00:14:06;0,084317;0,093502;21,267;21,368;21,318;18,625;18,5;18,562;0;0;4;0;0;0;0;0;-0,177794;-0,292211;2758,6;2020,2;0;0;5;3;0;10022;0;0;2025.R7K00189.R7K00189;
125363;9871;3;0,312456;n.a;0,647647;220;0,104799;6,66242;0,0402788;0,0266;0,0235;407,148;406,231;408,42;27134;0;13614;0,015;0,03;0;6,68324;0;26/07/1990 00:20:28;26/07/1990 00:24:15;0,056726;0,079269;21,193;21,167;21,18;18,625;18,625;18,625;0;0;4;0;0;0;0;0;0,0461241;-0,00254711;462,5;56,22;0;0;6;3;0;10022;0;0;2025.R7K00189.R7K00189;
125364;9871;3;0,102307;n.a;0,647647;220;0,104799;6,68572;0,528863;0,0266;0,0235;408,572;407,652;408,99;27233;0;13633;0,015;0,03;0;6,69256;0;26/07/1990 00:25:39;26/07/1990 00:29:25;0,073031;0,078898;21,172;21,162;21,167;18,625;18,625;18,625;0;0;4;0;0;0;0;0;0,044851;-0,00286098;460,6;52,9;0;0;6;3;0;10022;0;0;2025.R7K00189.R7K00189;
125365;9871;3;0,302178;n.a;0,647647;220;0,104799;6,66212;0,0421527;0,0266;0,0235;407,13;406,213;408,36;27134;0;13612;0,015;0,03;0;6,68225;0;26/07/1990 00:30:50;26/07/1990 00:34:36;0,073133;0,078382;21,202;21,197;21,2;18,625;18,625;18,625;0;0;4;0;0;0;0;0;0,0438497;-0,00286977;459,06;52,8;0;0;6;3;0;10022;0;0;2025.R7K00189.R7K00189;
125366;9871;4;0,67766;n.a;0,647647;250;0,0528159;3,36065;0,387932;0,0394;0,0348;233,378;232,853;234,96;23343;0;11748;0,01;0,02;0;3,38342;0;26/07/1990 00:38:16;26/07/1990 00:42:32;0,073774;0,075482;21,21;21,341;21,276;18,625;18,625;18,625;0;0;4;0;0;0;0;0;0,0238725;-0,00299194;284,24;51,36;0;0;6;3;0;10022;0;0;2025.R7K00189.R7K00189;
