ID_M;ID_C;P;Ev /%;Eq /%;KA;Durata /s ;V_REF / m/s ;Q_Ref;s(Q_Ref);P_liq_M / MPa;P_liq_V / MPa;V_REF / dm3;P_REF / kg;V_Test / dm3;Np_Ref;Np_Ref_A;Np_Test;Vp_Ref / dm3;Vp_Test /dm3;V_test / m/s;Q_Test / m3/h;s(Q_Test);start_time;stop_time;T_tcb /s;T_tbc /s;T_Air_s /°C;T_Air_f /°C;T_Air_M /°C;T_Liq_s /°C;T_Liq_f /°C;T_Liq_M /°C;P_Air_s  /mbar;P_Air_f  /mbar;REF_Q;S_ErrC2;S_flag;SE_flag;C_MxA /dm3;C_Mx  /dm3;C_B_F  /kg;C_B_S  /kg;P_B_F  / kg;P_B_S /kg;T_V;T_M;REF_M;PSel;ERR_Code;S_ErrC1;mA/ V / hz;s(T_liq);REF;
125415;9875;1;0,253606;n.a;0,6406;120;5,97322;379,249;0,255736;0,1044;0,0771;12618;0;12650;12618;12809;6325;1;2;0;379,5;0;30/07/1990 02:32:34;30/07/1990 02:34:36;0;0;21,735;21,561;21,648;19,375;19,5;19,438;0;0;1;10001;4;0;0;0;0,0238776;-0,00299194;284,14;28,1;0;0;1;1;0;10022;0;0;2025.R7K00272.R7K00272;
125416;9875;1;0,0236798;n.a;0,6406;120;5,97322;380,009;0,245936;0,1055;0,079;12669;0;12672;12669;12852;6336;1;2;0;380,16;0;30/07/1990 02:34:41;30/07/1990 02:36:42;0;0;21,569;21,677;21,623;19,5;19,625;19,562;0;0;1;10001;4;0;0;0;0,0238776;-0,00299194;284,14;28,1;0;0;1;1;0;10022;0;0;2025.R7K00272.R7K00272;
125417;9875;1;0,0947418;n.a;0,6406;120;5,97322;379,886;0,227762;0,1057;0,0785;12666;0;12678;12666;12845;6339;1;2;0;380,34;0;30/07/1990 02:36:47;30/07/1990 02:38:48;0;0;21,681;21,707;21,694;19,625;19,625;19,625;0;0;1;10001;4;0;0;0;0,0238776;-0,00299194;284,14;28,1;0;0;1;1;0;10022;0;0;2025.R7K00272.R7K00272;
125418;9875;2;-0,042776;n.a;0,6406;250;0,167675;10,6555;0,0347453;0,0416;0,0411;739,967;738,173;739,65;29607;0;14793;0,025;0,05;0;10,651;0;30/07/1990 02:42:07;30/07/1990 02:46:23;0,08461;0,093104;21,676;21,589;21,632;19,625;19,375;19,5;0;0;4;0;0;0;0;0;-0,203391;-0,0298882;1283,6;545,6;0;0;5;3;0;10022;0;0;2025.R7K00272.R7K00272;
125419;9875;2;-0,0546819;n.a;0,6406;250;0,167675;10,6597;0,023144;0,0415;0,0412;740,255;738,489;739,85;29608;0;14797;0,025;0,05;0;10,6538;0;30/07/1990 02:46:34;30/07/1990 02:50:50;0,078171;0,093131;21,732;21,734;21,733;19,375;19,25;19,312;0;0;4;0;0;0;0;0;-0,292198;-0,203391;2022;1283,6;0;0;5;3;0;10022;0;0;2025.R7K00272.R7K00272;
125420;9875;2;-0,0393325;n.a;0,6406;250;0,167675;10,6566;0,0284093;0,0416;0,0412;740,041;738,285;739,75;29606;0;14795;0,025;0,05;0;10,6524;0;30/07/1990 02:51:00;30/07/1990 02:55:15;0,084378;0,093081;21,707;21,698;21,702;19,25;19,25;19,25;0;0;4;0;0;0;0;0;-0,177262;-0,292198;2760,4;2022;0;0;5;3;0;10022;0;0;2025.R7K00272.R7K00272;
125421;9875;3;0,222962;n.a;0,6406;220;0,104799;6,66102;0,0417048;0,0228;0,0226;407,062;406,112;407,97;27132;0;13599;0,015;0,03;0;6,67587;0;30/07/1990 03:05:54;30/07/1990 03:09:40;0,068777;0,078226;21,696;21,721;21,708;19,125;19;19,062;0;0;4;0;0;0;0;0;0,0459068;-0,0025672;462,18;56,02;0;0;6;3;0;10022;0;0;2025.R7K00272.R7K00272;
125422;9875;3;-0,462535;n.a;0,6406;220;0,104799;6,66892;0,448165;0,0228;0,0226;407,545;406,593;405,66;27177;0;13522;0,015;0,03;0;6,63807;0;30/07/1990 03:11:08;30/07/1990 03:14:55;0,072392;0,077738;21,709;21,626;21,668;19;19,125;19,062;0;0;4;0;0;0;0;0;0,0441071;-0,00286802;459,46;52,82;0;0;6;3;0;10022;0;0;2025.R7K00272.R7K00272;
125423;9875;3;-0,0710649;n.a;0,6406;220;0,104799;6,66097;0,0542251;0,0227;0,0225;407,059;406,113;406,77;27133;0;13559;0,015;0,03;0;6,65624;0;30/07/1990 03:16:22;30/07/1990 03:20:08;0,072541;0,077706;21,707;21,657;21,682;19;19;19;0;0;4;0;0;0;0;0;0,0438241;-0,0028645;459,02;52,86;0;0;6;3;0;10022;0;0;2025.R7K00272.R7K00272;
125424;9875;4;0,263883;n.a;0,6406;250;0,0528159;3,36073;0,0775327;0,0387;0,0385;233,384;232,853;234;23326;0;11700;0,01;0,02;0;3,3696;0;30/07/1990 03:45:39;30/07/1990 03:49:56;0,073117;0,074422;21,872;21,795;21,834;18,875;18,625;18,75;0;0;4;0;0;0;0;0;0,0238776;-0,00300011;284,14;51,26;0;0;6;3;0;10022;0;0;2025.R7K00272.R7K00272;
