ID_M;ID_C;P;Ev /%;Eq /%;KA;Durata /s ;V_REF / m/s ;Q_Ref;s(Q_Ref);P_liq_M / MPa;P_liq_V / MPa;V_REF / dm3;P_REF / kg;V_Test / dm3;Np_Ref;Np_Ref_A;Np_Test;Vp_Ref / dm3;Vp_Test /dm3;V_test / m/s;Q_Test / m3/h;s(Q_Test);start_time;stop_time;T_tcb /s;T_tbc /s;T_Air_s /°C;T_Air_f /°C;T_Air_M /°C;T_Liq_s /°C;T_Liq_f /°C;T_Liq_M /°C;P_Air_s  /mbar;P_Air_f  /mbar;REF_Q;S_ErrC2;S_flag;SE_flag;C_MxA /dm3;C_Mx  /dm3;C_B_F  /kg;C_B_S  /kg;P_B_F  / kg;P_B_S /kg;T_V;T_M;REF_M;PSel;ERR_Code;S_ErrC1;mA/ V / hz;s(T_liq);REF;
125196;9856;1;0;n.a;0,6638;120;5,97322;380,047;0,164314;0,0983;0,0702;12670;0;12670;12670;12841;6335;1;2;0;380,1;0;19/07/1990 05:37:15;19/07/1990 05:39:16;0;0;19,462;19,399;19,43;17,75;17,875;17,812;0;0;1;10002;8;0;0,880161;0,884254;0,0238817;-0,00299521;284,06;17,6;0;0;1;1;0;10022;0;0;2025.R7K00185.R7K00185;
125197;9856;1;-0,0157853;n.a;0,6638;120;5,97322;379,976;0,197237;0,096;0,0692;12670;0;12668;12670;12846;6334;1;2;0;380,04;0;19/07/1990 05:39:21;19/07/1990 05:41:22;0;0;19,4;19,449;19,424;17,875;17,875;17,875;0;0;1;10002;8;0;0,880161;0,884254;0,0238817;-0,00299521;284,06;17,6;0;0;1;1;0;10022;0;0;2025.R7K00185.R7K00185;
125198;9856;1;-0,0236724;n.a;0,6638;120;5,97322;380,06;0,167171;0,0987;0,0704;12673;0;12670;12673;12844;6335;1;2;0;380,1;0;19/07/1990 05:41:27;19/07/1990 05:43:29;0;0;19,456;19,499;19,478;17,875;17,875;17,875;0;0;1;10002;8;0;0,880161;0,884254;0,0238817;-0,00299521;284,06;17,6;0;0;1;1;0;10022;0;0;2025.R7K00185.R7K00185;
125199;9856;2;-0,261422;n.a;0,6638;250;0,167675;10,6579;0,0216214;0,0449;0,0446;740,135;738,573;738,2;29610;0;14764;0,025;0,05;0;10,6301;0;19/07/1990 05:46:58;19/07/1990 05:51:14;0,083745;0,092414;19,49;19,498;19,494;17,875;17,875;17,875;0;0;4;0;0;0;0,880161;0,884254;-0,20054;-0,0274408;1270,8;532,4;0;0;5;3;0;10022;0;0;2025.R7K00185.R7K00185;
125200;9856;2;-0,447515;n.a;0,6638;250;0,167675;10,6569;0,0221313;0,0448;0,0445;740,062;738,492;736,75;29610;0;14735;0,025;0,05;0;10,6092;0;19/07/1990 05:51:24;19/07/1990 05:55:40;0,080684;0,092429;19,384;19,436;19,41;18;17,875;17,938;0;0;4;0;0;0;0,880161;0,884254;-0,292267;-0,20054;2009,2;1270,8;0;0;5;3;0;10022;0;0;2025.R7K00185.R7K00185;
125201;9856;2;-0,3176;n.a;0,6638;250;0,167675;10,6567;0,0267638;0,0449;0,0446;740,05;738,489;737,7;29611;0;14754;0,025;0,05;0;10,6229;0;19/07/1990 05:55:50;19/07/1990 06:00:06;0,083926;0,092642;19,426;19,379;19,402;17,875;17,875;17,875;0;0;4;0;0;0;0,880161;0,884254;-0,180965;-0,292267;2747,8;2009,2;0;0;5;3;0;10022;0;0;2025.R7K00185.R7K00185;
125202;9856;3;-0,490575;n.a;0,6638;220;0,104799;6,66438;0,0392066;0,0428;0,0426;407,268;406,413;405,27;27139;0;13509;0,015;0,03;0;6,63169;0;19/07/1990 06:03:15;19/07/1990 06:07:02;0,071841;0,080855;19,455;19,397;19,426;17,75;17,875;17,812;0;0;4;0;0;0;0,880161;0,884254;0,0439139;-0,00287852;459,16;52,7;0;0;6;3;0;10022;0;0;2025.R7K00185.R7K00185;
125203;9856;3;-0,385067;n.a;0,6638;220;0,104799;6,66275;0,0417106;0,0427;0,0425;407,168;406,313;405,6;27137;0;13520;0,015;0,03;0;6,63709;0;19/07/1990 06:08:37;19/07/1990 06:12:23;0,076093;0,081543;19,377;19,477;19,427;17,875;17,75;17,812;0;0;4;0;0;0;0,880161;0,884254;0,0437472;-0,00289244;458,9;52,54;0;0;6;3;0;10022;0;0;2025.R7K00185.R7K00185;
125204;9856;3;-0,246344;n.a;0,6638;220;0,104799;6,66529;0,233662;0,0429;0,0426;407,323;406,473;406,32;27155;0;13544;0,015;0,03;0;6,64887;0;19/07/1990 06:13:56;19/07/1990 06:17:42;0,076477;0,080873;19,53;19,527;19,528;17,75;17,75;17,75;0;0;4;0;0;0;0,880161;0,884254;0,0439267;-0,00288201;459,18;52,66;0;0;6;3;0;10022;0;0;2025.R7K00185.R7K00185;
125205;9856;4;-0,537936;n.a;0,6638;250;0,0528159;3,35858;0,11001;0,0391;0,039;233,235;232,753;231,98;23315;0;11599;0,01;0,02;0;3,34051;0;19/07/1990 06:21:54;19/07/1990 06:26:10;0,075805;0,079734;19,617;19,602;19,61;17,625;17,625;17,625;0;0;4;0;0;0;0,880161;0,884254;0,0238807;-0,00299685;284,08;51,3;0;0;6;3;0;10022;0;0;2025.R7K00185.R7K00185;
