ID_M;ID_C;P;Ev /%;Eq /%;KA;Durata /s ;V_REF / m/s ;Q_Ref;s(Q_Ref);P_liq_M / MPa;P_liq_V / MPa;V_REF / dm3;P_REF / kg;V_Test / dm3;Np_Ref;Np_Ref_A;Np_Test;Vp_Ref / dm3;Vp_Test /dm3;V_test / m/s;Q_Test / m3/h;s(Q_Test);start_time;stop_time;T_tcb /s;T_tbc /s;T_Air_s /°C;T_Air_f /°C;T_Air_M /°C;T_Liq_s /°C;T_Liq_f /°C;T_Liq_M /°C;P_Air_s  /mbar;P_Air_f  /mbar;REF_Q;S_ErrC2;S_flag;SE_flag;C_MxA /dm3;C_Mx  /dm3;C_B_F  /kg;C_B_S  /kg;P_B_F  / kg;P_B_S /kg;T_V;T_M;REF_M;PSel;ERR_Code;S_ErrC1;mA/ V / hz;s(T_liq);REF;
124951;9838;1;-0,0337359;n.a;0,6663;120;3,1438;200,008;0,136609;0,0497;0,0418;6669,45;0;6667,2;14821;15035;7408;0,45;0,9;0;200,016;0;13/07/1990 02:35:59;13/07/1990 02:38:00;0;0;19,917;19,856;19,886;17,625;17,5;17,562;0;0;1;10002;8;0;0,880161;0,884254;-0,263751;-0,0295511;2378;547,2;0;0;1;1;0;10022;0;0;2025.R7K00185.R7K00185;
124952;9838;1;-0,0674582;n.a;0,6663;120;3,1438;200,024;0,107994;0,0497;0,0414;6670,8;0;6666,3;14824;15031;7407;0,45;0,9;0;199,989;0;13/07/1990 02:38:06;13/07/1990 02:40:07;0;0;19,847;19,973;19,91;17,5;17,5;17,5;0;0;1;10002;8;0;0,880161;0,884254;-0,263751;-0,0295511;2378;547,2;0;0;1;1;0;10022;0;0;2025.R7K00185.R7K00185;
124953;9838;1;0;n.a;0,6663;120;3,1438;199,985;0,120361;0,05;0,0417;6669;0;6669;14820;15036;7410;0,45;0,9;0;200,07;0;13/07/1990 02:40:12;13/07/1990 02:42:13;0;0;19,969;19,821;19,895;17,5;17,5;17,5;0;0;1;10002;8;0;0,880161;0,884254;-0,263751;-0,0295511;2378;547,2;0;0;1;1;0;10022;0;0;2025.R7K00185.R7K00185;
124954;9838;2;0,165916;n.a;0,6663;120;5,97322;379,623;0,23943;0,0993;0,0707;12657;0;12678;12657;12837;6339;1;2;0;380,34;0;13/07/1990 02:47:07;13/07/1990 02:49:08;0;0;19,953;19,875;19,914;17,625;17,75;17,688;0;0;1;0;0;0;0,880161;0,884254;-0,263751;-0,0295511;2378;547,2;0;0;1;1;0;10022;0;0;2025.R7K00185.R7K00185;
124955;9838;2;0,236817;n.a;0,6663;120;5,97322;379,952;0,166093;0,0979;0,0705;12668;0;12698;12668;12841;6349;1;2;0;380,94;0;13/07/1990 02:49:13;13/07/1990 02:51:14;0;0;19,896;19,962;19,929;17,75;17,75;17,75;0;0;1;0;0;0;0,880161;0,884254;-0,263751;-0,0295511;2378;547,2;0;0;1;1;0;10022;0;0;2025.R7K00185.R7K00185;
124956;9838;2;0,252565;n.a;0,6663;120;5,97322;380,013;0,174828;0,0992;0,0708;12670;0;12702;12670;12846;6351;1;2;0;381,06;0;13/07/1990 02:51:19;13/07/1990 02:53:20;0;0;19,969;19,981;19,975;17,75;17,75;17,75;0;0;1;0;0;0;0,880161;0,884254;-0,263751;-0,0295511;2378;547,2;0;0;1;1;0;10022;0;0;2025.R7K00185.R7K00185;
124957;9838;3;0,167164;n.a;0,6663;200;0,62876;39,9904;0,109018;0,0474;0,0463;2221,69;2216,95;2225,4;22204;22218;11127;0,1;0,2;0;40,0572;0;13/07/1990 02:58:42;13/07/1990 03:02:08;0,089703;0,094664;19,974;19,883;19,928;18;18;18;0;0;2;0;0;0;0,880161;0,884254;-0,176492;-0,0300008;2763;546,2;0;0;5;3;0;10022;0;0;2025.R7K00185.R7K00185;
124958;9838;3;0,176037;n.a;0,6663;200;0,62876;39,9868;0,123734;0,0466;0,0465;2221,49;2216,75;2225,4;22214;22224;11127;0,1;0,2;0;40,0572;0;13/07/1990 03:03:10;13/07/1990 03:06:36;0,07567;0,094633;19,943;19,954;19,948;18;18;18;0;0;2;0;0;0;0,880161;0,884254;-0,179032;-0,0284352;2754,4;537,8;0;0;5;3;0;10022;0;0;2025.R7K00185.R7K00185;
124959;9838;3;0,148894;n.a;0,6663;200;0,62876;39,9833;0,11413;0,0474;0,0467;2221,29;2216,55;2224,6;22211;22212;11123;0,1;0,2;0;40,0428;0;13/07/1990 03:07:37;13/07/1990 03:11:03;0,086705;0,094649;19,939;19,941;19,94;18;18;18;0;0;2;0;0;0;0,880161;0,884254;-0,181256;-0,0270749;2746,8;530,4;0;0;5;3;0;10022;0;0;2025.R7K00185.R7K00185;
124960;9838;4;0,389505;n.a;0,6663;200;0,16505;10,49;0,0899087;0,0452;0,0448;582,78;581,537;585,05;23328;0;11701;0,025;0,05;0;10,5309;0;13/07/1990 03:14:34;13/07/1990 03:18:00;0,087005;0,093388;19,948;20,066;20,007;18;18;18;0;0;4;0;0;0;0,880161;0,884254;-0,165985;-0,0292524;1123,6;542,2;0;0;5;3;0;10022;0;0;2025.R7K00185.R7K00185;
124961;9838;4;0,428296;n.a;0,6663;200;0,16505;10,4932;0,0244807;0,0453;0,0448;582,953;581,71;585,45;23315;0;11709;0,025;0,05;0;10,5381;0;13/07/1990 03:18:10;13/07/1990 03:21:37;0,084084;0,093066;20,064;19,965;20,014;18;18;18;0;0;4;0;0;0;0,880161;0,884254;-0,275586;-0,165985;1705,2;1123,6;0;0;5;3;0;10022;0;0;2025.R7K00185.R7K00185;
124962;9838;4;0,0536903;n.a;0,6663;200;0,16505;10,4911;0,0245861;0,0452;0,0448;582,837;581,6;583,15;23316;0;11663;0,025;0,05;0;10,4967;0;13/07/1990 03:21:47;13/07/1990 03:25:13;0,084742;0,093219;19,983;20,063;20,023;18;17,875;17,938;0;0;4;0;0;0;0,880161;0,884254;-0,275948;-0,275586;2286,8;1705,2;0;0;5;3;0;10022;0;0;2025.R7K00185.R7K00185;
124963;9838;4;0,317805;n.a;0,6663;200;0,16505;10,4922;0,0244733;0,0454;0,0448;582,898;581,667;584,75;23316;0;11695;0,025;0,05;0;10,5255;0;13/07/1990 03:25:23;13/07/1990 03:28:49;0,084765;0,093342;20,064;20,02;20,042;17,875;17,875;17,875;0;0;4;0;0;0;0,880161;0,884254;-0,143329;-0,275948;2868,6;2286,8;0;0;5;3;0;10022;0;0;2025.R7K00185.R7K00185;
124964;9838;4;0,233133;n.a;0,6663;200;0,16505;10,4867;0,0216633;0,0452;0,0449;582,592;581,369;583,95;23317;0;11679;0,025;0,05;0;10,5111;0;13/07/1990 03:28:59;13/07/1990 03:32:25;0,084623;0,093601;20,023;20,123;20,073;17,875;17,75;17,812;0;0;4;0;0;0;0,880161;0,884254;0,0874436;-0,143329;3450,2;2868,6;0;0;5;3;0;10022;0;0;2025.R7K00185.R7K00185;
124965;9838;5;0,758847;n.a;0,6663;220;0,103745;6,5949;0,0857102;0,0425;0,0421;403,022;402,176;406,08;26868;0;13536;0,015;0,03;0;6,64495;0;13/07/1990 03:35:14;13/07/1990 03:39:00;0,056709;0,07828;20,095;20,011;20,053;17,75;17,875;17,812;0;0;4;0;0;0;0,880161;0,884254;0,0412661;-0,00288201;454,88;52,66;0;0;6;3;0;10022;0;0;2025.R7K00185.R7K00185;
124966;9838;5;0,607388;n.a;0,6663;220;0,103745;6,59556;0,126908;0,0424;0,0421;403,062;402,216;405,51;26871;0;13517;0,015;0,03;0;6,63562;0;13/07/1990 03:40:21;13/07/1990 03:44:08;0,075945;0,077492;20,235;20,008;20,122;17,75;17,875;17,812;0;0;4;0;0;0;0,880161;0,884254;0,041171;-0,00289937;454,72;52,46;0;0;6;3;0;10022;0;0;2025.R7K00185.R7K00185;
124967;9838;5;0,604619;n.a;0,6663;220;0,103745;6,59818;0,211114;0,0425;0,0422;403,222;402,376;405,66;26881;0;13522;0,015;0,03;0;6,63807;0;13/07/1990 03:45:29;13/07/1990 03:49:16;0,076156;0,077961;20,01;20,072;20,041;17,875;17,75;17,812;0;0;4;0;0;0;0,880161;0,884254;0,0413019;-0,00289418;454,94;52,52;0;0;6;3;0;10022;0;0;2025.R7K00185.R7K00185;
124968;9838;5;0,665775;n.a;0,6663;220;0,103745;6,59417;0,0435347;0,0424;0,0421;402,977;402,136;405,66;26864;0;13522;0,015;0,03;0;6,63807;0;13/07/1990 03:50:36;13/07/1990 03:54:23;0,076214;0,077868;20,059;20,075;20,067;17,75;17,75;17,75;0;0;4;0;0;0;0,880161;0,884254;0,0411472;-0,00289591;454,68;52,5;0;0;6;3;0;10022;0;0;2025.R7K00185.R7K00185;
124969;9838;5;0,723994;n.a;0,6663;220;0,103745;6,60254;0,387035;0,0426;0,0422;403,489;402,656;406,41;26903;0;13547;0,015;0,03;0;6,65035;0;13/07/1990 03:55:44;13/07/1990 03:59:30;0,07639;0,077062;20,109;20,073;20,091;17,625;17,625;17,625;0;0;4;0;0;0;0,880161;0,884254;0,0414331;-0,00289937;455,16;52,46;0;0;6;3;0;10022;0;0;2025.R7K00185.R7K00185;
124970;9838;6;5,95379;n.a;0,6663;150;0,015719;1,00006;0,0554714;0,0754;0,075;41,6691;41,5821;44,15;20862;0;8830;0,002;0,005;0;1,0596;0;13/07/1990 04:16:03;13/07/1990 04:18:39;0,051691;0,034997;20,202;20,225;20,214;17,75;17,75;17,75;0;0;4;0;0;0;0,880161;0,884254;0,0356874;0,00381727;49,84;8,226;0;0;7;3;0;10022;0;0;2025.R7K00185.R7K00185;
124971;9838;6;4,03871;n.a;0,6663;150;0,015719;0,999782;0,0767739;0,0756;0,0755;41,6576;41,5701;43,34;20860;0;8668;0,002;0,005;0;1,04016;0;13/07/1990 04:19:46;13/07/1990 04:22:22;0,047626;0,034642;20,194;20,149;20,172;17,75;17,875;17,812;0;0;4;0;0;0;0,880161;0,884254;0,035699;0,0038404;49,866;8,264;0;0;7;3;0;10022;0;0;2025.R7K00185.R7K00185;
