ID_M;ID_C;P;Ev /%;Eq /%;KA;Durata /s ;V_REF / m/s ;Q_Ref;s(Q_Ref);P_liq_M / MPa;P_liq_V / MPa;V_REF / dm3;P_REF / kg;V_Test / dm3;Np_Ref;Np_Ref_A;Np_Test;Vp_Ref / dm3;Vp_Test /dm3;V_test / m/s;Q_Test / m3/h;s(Q_Test);start_time;stop_time;T_tcb /s;T_tbc /s;T_Air_s /°C;T_Air_f /°C;T_Air_M /°C;T_Liq_s /°C;T_Liq_f /°C;T_Liq_M /°C;P_Air_s  /mbar;P_Air_f  /mbar;REF_Q;S_ErrC2;S_flag;SE_flag;C_MxA /dm3;C_Mx  /dm3;C_B_F  /kg;C_B_S  /kg;P_B_F  / kg;P_B_S /kg;T_V;T_M;REF_M;PSel;ERR_Code;S_ErrC1;mA/ V / hz;s(T_liq);REF;
125484;9880;1;-0,00790951;n.a;0,6376;120;5,97322;379,887;0,211291;0,1076;0,0555;12643;0;12642;12643;12843;6321;1;2;0;379,26;0;31/07/1990 04:09:35;31/07/1990 04:11:36;0;0;22,564;22,581;22,572;17,875;17,875;17,875;0;0;1;10002;8;0;0;0;0,0238786;-0,00299194;284,12;30,8;0;0;1;1;0;10022;0;0;2025.R7K00270.R7K00270;
125485;9880;1;-0,11853;n.a;0,6376;120;5,97322;380,013;0,238406;0,1073;0,0588;12655;0;12640;12655;12850;6320;1;2;0;379,2;0;31/07/1990 04:11:42;31/07/1990 04:13:42;0;0;22,589;22,509;22,549;17,875;18;17,938;0;0;1;10002;8;0;0;0;0,0238786;-0,00299194;284,12;30,8;0;0;1;1;0;10022;0;0;2025.R7K00270.R7K00270;
125486;9880;2;-0,547603;n.a;0,6376;250;0,167675;10,6553;0,020694;0,0413;0,0312;739,952;738,373;735,9;29607;0;14718;0,025;0,05;0;10,597;0;31/07/1990 04:16:48;31/07/1990 04:21:05;0,083872;0,092932;22,553;22,53;22,542;18;18;18;0;0;4;0;0;0;0;0;-0,203524;-0,0299632;1284,2;546;0;0;5;3;0;10022;0;0;2025.R7K00270.R7K00270;
125487;9880;2;-0,345838;n.a;0,6376;250;0,167675;10,654;0,0251661;0,0413;0,0312;739,859;738,289;737,3;29606;0;14746;0,025;0,05;0;10,6171;0;31/07/1990 04:21:15;31/07/1990 04:25:31;0,080536;0,092657;22,536;22,576;22,556;18;17,875;17,938;0;0;4;0;0;0;0;0;-0,292194;-0,203524;2022,4;1284,2;0;0;5;3;0;10022;0;0;2025.R7K00270.R7K00270;
125488;9880;3;-0,416467;n.a;0,6376;220;0,104799;6,6609;0,0510793;0,0226;0,0211;407,055;406,192;405,36;27131;0;13512;0,015;0,03;0;6,63316;0;31/07/1990 04:32:34;31/07/1990 04:36:21;0,069469;0,079605;22,626;22,607;22,616;18;17,875;17,938;0;0;4;0;0;0;0;0;0,0459068;-0,0025752;462,18;55,94;0;0;6;3;0;10022;0;0;2025.R7K00270.R7K00270;
125489;9880;3;-0,398147;n.a;0,6376;220;0,104799;6,67101;0,498853;0,0227;0,0224;407,673;406,813;406,05;27186;0;13535;0,015;0,03;0;6,64445;0;31/07/1990 04:37:49;31/07/1990 04:41:35;0,072709;0,078373;22,585;22,563;22,574;17,875;17,875;17,875;0;0;4;0;0;0;0;0;0,0442755;-0,0028645;459,72;52,86;0;0;6;3;0;10022;0;0;2025.R7K00270.R7K00270;
125490;9880;4;-0,791034;n.a;0,6376;250;0,0528159;3,35931;0,0831928;0,0388;0,0385;233,285;232,793;231,44;23323;0;11572;0,01;0,02;0;3,33274;0;31/07/1990 04:46:28;31/07/1990 04:50:44;0,073159;0,075148;22,712;22,584;22,648;17,875;17,875;17,875;0;0;4;0;0;0;0;0;0,0238807;-0,00300011;284,08;51,26;0;0;6;3;0;10022;0;0;2025.R7K00270.R7K00270;
125491;9880;4;-0,712195;n.a;0,6376;250;0,0528159;3,36302;0,555375;0,0389;0,0386;233,543;233,053;231,88;23361;0;11594;0,01;0,02;0;3,33907;0;31/07/1990 04:52:05;31/07/1990 04:56:21;0,074088;0,074812;22,67;22,681;22,676;17,875;17,75;17,812;0;0;4;0;0;0;0;0;0,0238622;-0,00299194;284,44;51,36;0;0;6;3;0;10022;0;0;2025.R7K00270.R7K00270;
