"idsai_to_pdl","num_bdl","data_caricamento","codice_articolo","descrizione_articolo","part_program","note","part_program5"
7835,"24641040062","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7836,"24641040063","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7837,"24641040064","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7838,"24641040065","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7839,"24641040066","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7840,"24641040067","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7841,"24641040068","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7842,"24641040069","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7843,"24641040070","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7844,"24641040071","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7845,"24641040072","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7846,"24641040073","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7847,"24641040074","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7848,"24641040075","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7849,"24641040076","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7850,"24641040077","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7851,"24641040078","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7852,"24641040079","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7853,"24641040080","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7854,"24641040081","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7855,"24641040082","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7856,"24641040083","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7857,"24641040084","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7858,"24641040085","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7859,"24641040086","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7860,"24641040087","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7861,"24641040088","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7862,"24641040089","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7863,"24641040090","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7864,"24641040091","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7865,"24641040092","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7866,"24641040093","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7867,"24641040094","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7868,"24641040095","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7869,"24641040096","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7870,"24641040097","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7871,"24641040098","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7872,"24641040099","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7873,"24641040100","2023-08-02 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7874,"24725150001","2023-08-22 00:00:00",EM-M270080G16PFCAM,"MUT7000 DN80, 8pins CONNEC.MID","1",,"0"
7875,"24725150002","2023-08-22 00:00:00",EM-M270080G16PFCAM,"MUT7000 DN80, 8pins CONNEC.MID","1",,"0"
7876,"24725150003","2023-08-22 00:00:00",EM-M270080G16PFCAM,"MUT7000 DN80, 8pins CONNEC.MID","1",,"0"
7877,"24725150004","2023-08-22 00:00:00",EM-M270080G16PFCAM,"MUT7000 DN80, 8pins CONNEC.MID","1",,"0"
7878,"24725150005","2023-08-22 00:00:00",EM-M270080G16PFCAM,"MUT7000 DN80, 8pins CONNEC.MID","1",,"0"
7879,"24725150006","2023-08-22 00:00:00",EM-M270080G16PFCAM,"MUT7000 DN80, 8pins CONNEC.MID","1",,"0"
7880,"24725150007","2023-08-22 00:00:00",EM-M270080G16PFCAM,"MUT7000 DN80, 8pins CONNEC.MID","1",,"0"
7881,"24725150008","2023-08-22 00:00:00",EM-M270080G16PFCAM,"MUT7000 DN80, 8pins CONNEC.MID","1",,"0"
7882,"24725150009","2023-08-22 00:00:00",EM-M270080G16PFCAM,"MUT7000 DN80, 8pins CONNEC.MID","1",,"0"
7883,"24725150010","2023-08-22 00:00:00",EM-M270080G16PFCAM,"MUT7000 DN80, 8pins CONNEC.MID","1",,"0"
7884,"24725160001","2023-08-22 00:00:00",EM-M270100G16PFCAM,"MUT7000 DN100,8pins CONNEC.MID","4",,"0"
7885,"24725160002","2023-08-22 00:00:00",EM-M270100G16PFCAM,"MUT7000 DN100,8pins CONNEC.MID","4",,"0"
7886,"24725160003","2023-08-22 00:00:00",EM-M270100G16PFCAM,"MUT7000 DN100,8pins CONNEC.MID","4",,"0"
7887,"24725160004","2023-08-22 00:00:00",EM-M270100G16PFCAM,"MUT7000 DN100,8pins CONNEC.MID","4",,"0"
7888,"24725160005","2023-08-22 00:00:00",EM-M270100G16PFCAM,"MUT7000 DN100,8pins CONNEC.MID","4",,"0"
7889,"24725160006","2023-08-22 00:00:00",EM-M270100G16PFCAM,"MUT7000 DN100,8pins CONNEC.MID","4",,"0"
7890,"24725160007","2023-08-22 00:00:00",EM-M270100G16PFCAM,"MUT7000 DN100,8pins CONNEC.MID","4",,"0"
7891,"24725160008","2023-08-22 00:00:00",EM-M270100G16PFCAM,"MUT7000 DN100,8pins CONNEC.MID","4",,"0"
7892,"24725160009","2023-08-22 00:00:00",EM-M270100G16PFCAM,"MUT7000 DN100,8pins CONNEC.MID","4",,"0"
7893,"24725160010","2023-08-22 00:00:00",EM-M270100G16PFCAM,"MUT7000 DN100,8pins CONNEC.MID","4",,"0"
7894,"24726990093","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7895,"24726990094","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7896,"24726990095","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7897,"24726990096","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7898,"24726990097","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7899,"24726990098","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7900,"24726990099","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7901,"24726990100","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7902,"24726970001","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7903,"24726970002","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7904,"24726970003","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7905,"24726970004","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7906,"24726970005","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7907,"24726970006","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7908,"24726970007","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7909,"24726970008","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7910,"24726970009","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7911,"24726970010","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7912,"24726970011","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7913,"24726970012","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7914,"24726970013","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7915,"24726970014","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7916,"24726970015","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7917,"24726970016","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7918,"24726970017","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7919,"24726970018","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7920,"24726970019","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7921,"24726970020","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7922,"24726970021","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7923,"24726970022","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7924,"24726970023","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7925,"24726970024","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7926,"24726970025","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7927,"24726970026","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7928,"24726970027","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7929,"24726970028","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7930,"24726970029","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7931,"24726970030","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7932,"24726970031","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7933,"24726970032","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7934,"24726970033","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7935,"24726970034","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7936,"24726970035","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7937,"24726970036","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7938,"24726970037","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7939,"24726970038","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7940,"24726970039","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7941,"24726970040","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7942,"24726970041","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7943,"24726970042","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7944,"24726970043","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7945,"24726970044","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7946,"24726970045","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7947,"24726970046","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7948,"24726970047","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7949,"24726970048","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7950,"24726970049","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7951,"24726970050","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7952,"24726970051","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7953,"24726970052","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7954,"24726970053","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7955,"24726970054","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7956,"24726970055","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7957,"24726970056","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7958,"24726970057","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7959,"24726970058","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7960,"24726970059","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7961,"24726970060","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7962,"24726970061","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7963,"24726970062","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7964,"24726970063","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7965,"24726970064","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7966,"24726970065","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7967,"24726970066","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7968,"24726970067","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7969,"24726970068","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7970,"24726970069","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7971,"24726970070","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7972,"24726970071","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7973,"24726970072","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7974,"24726970073","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7975,"24726970074","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7976,"24726970075","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7977,"24726970076","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7978,"24726970077","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7979,"24726970078","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7980,"24726970079","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7981,"24726970080","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7982,"24726970081","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7983,"24726970082","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7984,"24726970083","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7985,"24726970084","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7986,"24726970085","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7987,"24726970086","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7988,"24726970087","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7989,"24726970088","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7990,"24726970089","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7991,"24726970090","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7992,"24726970091","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7993,"24726970092","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7994,"24726970093","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7995,"24726970094","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7996,"24726970095","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7997,"24726970096","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7998,"24726970097","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
7999,"24726970098","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8000,"24726970099","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8001,"24726970100","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8002,"24726980001","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8003,"24726980002","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8004,"24726980003","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8005,"24726980004","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8006,"24726980005","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8007,"24726980006","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8008,"24726980007","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8009,"24726980008","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8010,"24726980009","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8011,"24726980010","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8012,"24726980011","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8013,"24726980012","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8014,"24726980013","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8015,"24726980014","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8016,"24726980015","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8017,"24726980016","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8018,"24726980017","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8019,"24726980018","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8020,"24726980019","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8021,"24726980020","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8022,"24726980021","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8023,"24726980022","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8024,"24726980023","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8025,"24726980024","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8026,"24726980025","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8027,"24726980026","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8028,"24726980027","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8029,"24726980028","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8030,"24726980029","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8031,"24726980030","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8032,"24726980031","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8033,"24726980032","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8034,"24726980033","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8035,"24726980034","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8036,"24726980035","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8037,"24726980036","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8038,"24726980037","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8039,"24726980038","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8040,"24726980039","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8041,"24726980040","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8042,"24726980041","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8043,"24726980042","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8044,"24726980043","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8045,"24726980044","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8046,"24726980045","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8047,"24726980046","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8048,"24726980047","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8049,"24726980048","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8050,"24726980049","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8051,"24726980050","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8052,"24726980051","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8053,"24726980052","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8054,"24726980053","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8055,"24726980054","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8056,"24726980055","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8057,"24726980056","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8058,"24726980057","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8059,"24726980058","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8060,"24726980059","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8061,"24726980060","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8062,"24726980061","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8063,"24726980062","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
8064,"24726980063","2023-08-23 00:00:00",EM-CC7K0401,MUT7000 PCB PREASSEMBLATO,"1",,"0"
