"idsai_to_pdl","num_bdl","data_caricamento","codice_articolo","descrizione_articolo","part_program","note","part_program5"
1,B_20210011002,"2021-12-06 00:00:00",MUT7000 DN80,MUT7000,"010",BDL DI TEST,
2,B_20210011003,"2021-12-06 00:00:00",MUT7000 DN100,MUT7000,"011",BDL DI TEST,
3,B_20210011004,"2021-12-06 00:00:00",MUT7000 DN50,MUT7000,"006",BDL DI TEST,
4,B125548654,"2021-12-07 10:46:36",MUT7000 DN100,MUT7000 DN100,"003",test di collaudo,
5,B20211002339,"2021-12-07 10:56:46",MUT7000 DN80,MUT7000 DN80,"002",test di collaudo,
6,"21013502000001","2021-12-09 12:42:25",MUT7000 DN80,MUT7000 DN80,"000",test di collaudo,
7,"21013496000001","2021-12-09 12:53:43",MUT7000 DN80,MUT7000 DN80,"001",test di collaudo,
8,BKJKDfjkldfkld,"2021-12-09 15:51:48",MUT7000 DN80,MUT7000 DN80,"002",test di collaudo,
9,FFDGFGG,"2021-12-09 17:51:44",MUT7000 DN50,MUT7000 DN50,"004",test di collaudo,
10,"210","2021-12-09 17:56:48",MUT7000 DN50,MUT7000 DN50,"004",test di collaudo,
11,"21014385000001","2021-12-10 12:13:42",MUT7000 DN50,MUT7000 DN50,"004",test di collaudo,
12,"21014386000001","2021-12-10 12:26:53",MUT7000 DN80,MUT7000 DN80,"002",test di collaudo,
13,"21014387000001","2021-12-13 09:35:19",MUT7000 DN80,MUT7000 DN80,"005",test di collaudo,
14,"21014389000001","2021-12-14 12:17:10",m170080G16PF,MUT7000 PIPE DN80 GROOVED test   ,"1","",
15,"21011966000001","2021-12-09 18:18:21",M170080G16PF,MUT7000 PIPE DN80 GROOVED PN16  PL A316  ,aabbcc,"",
16,"21014388000001","2021-12-14 11:54:30",m170080G16PF,MUT7000 PIPE DN80 GROOVED test   ,"1","",
17,"21014877000001","2021-12-15 08:47:05",m170080G16PF,MUT7000 PIPE DN80 GROOVED test   ,"1","",
18,"21014878000001","2021-12-15 10:23:25",m170080G16PF,MUT7000 PIPE DN80 GROOVED test   ,"1","",
19,"21014882000001","2021-12-15 10:59:21",M270080G16PF2A_T4,MUT7000 res.41(100cc)+testPDL5   ,"0","",
20,"22002816000001","2022-02-25 16:40:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
21,"22003026000001","2022-03-02 10:13:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
22,"22003037000001","2022-03-02 10:14:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
23,"22003038000001","2022-03-02 10:14:56",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
24,"22003047000001","2022-03-02 10:36:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
25,"22003042000001","2022-03-02 10:37:01",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
26,"22003061000001","2022-03-08 14:14:56",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
27,"22003044000001","2022-03-08 14:18:01",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
28,"22003043000001","2022-03-08 14:31:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
29,"22003060000001","2022-03-08 14:44:01",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
30,"22003059000001","2022-03-08 14:46:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
31,"22003056000001","2022-03-08 15:02:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
32,"22003058000001","2022-03-08 15:29:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
33,"22003072000001","2022-03-08 15:31:36",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
34,"22003054000001","2022-03-08 15:34:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
35,"22003052000001","2022-03-08 16:06:56",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
36,"22003070000001","2022-03-08 16:08:41",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
37,"22003057000001","2022-03-08 16:11:01",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
38,"22003049000001","2022-03-08 16:12:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
39,"22003048000001","2022-03-08 16:18:56",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
40,"22003053000001","2022-03-08 16:20:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
41,"22003073000001","2022-03-09 11:45:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
42,"22003074000001","2022-03-09 11:47:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
43,"22003075000001","2022-03-09 11:49:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
44,"22003103000001","2022-03-09 11:51:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
45,"22003076000001","2022-03-09 11:27:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
46,"22003110000001","2022-03-10 10:50:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
47,"22003118000001","2022-03-10 11:00:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
48,"22003077000001","2022-03-10 11:02:46",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
49,"22003099000001","2022-03-10 11:04:41",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
50,"22003100000001","2022-03-10 11:08:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
51,"22003102000001","2022-03-10 11:10:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
52,"22003117000001","2022-03-10 11:12:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
53,"22003109000001","2022-03-10 11:16:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
54,"22003104000001","2022-03-10 11:22:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
55,"22003115000001","2022-03-10 11:25:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
56,"22003091000001","2022-03-10 11:27:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
57,"22003087000001","2022-03-10 11:30:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
58,"22003112000001","2022-03-10 11:38:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
59,"22003086000001","2022-03-10 11:41:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
60,"22003119000001","2022-03-10 11:45:46",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
61,"22003089000001","2022-03-10 11:47:36",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
62,"22003088000001","2022-03-10 11:49:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
63,"22003106000001","2022-03-10 11:51:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
64,"22003111000001","2022-03-10 11:57:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
65,"22003082000001","2022-03-10 13:00:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
66,"22003080000001","2022-03-10 13:02:50",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
67,"22003079000001","2022-03-10 13:04:55",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
68,"22003081000001","2022-03-10 13:10:36",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
69,"22003084000001","2022-03-10 13:12:05",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
70,"22003095000001","2022-03-10 13:13:30",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
71,"22003093000001","2022-03-10 13:19:00",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
72,"22003092000001","2022-03-10 13:20:50",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
73,"22003114000001","2022-03-10 13:22:35",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
74,"22003105000001","2022-03-10 13:24:25",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
75,"22003078000001","2022-03-10 13:28:20",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
76,"22003101000001","2022-03-10 13:30:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
77,"22003108000001","2022-03-10 13:32:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
78,"22003107000001","2022-03-10 13:34:06",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
79,"22003090000001","2022-03-10 13:36:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
80,"22003097000001","2022-03-10 13:39:01",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
81,"22003085000001","2022-03-10 13:44:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
82,"22003096000001","2022-03-10 13:48:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
83,"22003113000001","2022-03-10 13:51:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
84,"22003098000001","2022-03-10 13:56:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
85,"22003094000001","2022-03-10 13:58:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
86,"22003083000001","2022-03-10 14:00:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
87,"22003626000001","2022-03-10 14:20:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
88,"22003622000001","2022-03-10 14:37:36",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
89,"22003637000001","2022-03-10 14:41:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
90,"22003624000001","2022-03-10 14:47:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
91,"22003632000001","2022-03-10 14:52:56",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
92,"22003625000001","2022-03-10 14:55:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
93,"22003623000001","2022-03-10 14:59:41",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
94,"22003631000001","2022-03-10 15:06:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
95,"22003621000001","2022-03-10 15:08:36",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
96,"22003635000001","2022-03-10 15:10:01",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
97,"22003629000001","2022-03-10 15:12:31",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
98,"22003628000001","2022-03-10 15:13:46",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
99,"22003627000001","2022-03-10 15:15:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
100,"22003617000001","2022-03-10 15:36:36",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
101,"22003618000001","2022-03-10 15:37:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
102,"22003639000001","2022-03-10 15:42:06",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
103,"22003633000001","2022-03-10 15:43:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
104,"22003638000001","2022-03-10 15:45:46",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
105,"22003619000001","2022-03-10 15:47:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
106,"22003636000001","2022-03-10 16:00:26",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
107,"22003634000001","2022-03-11 13:50:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
108,"22003640000001","2022-03-11 13:52:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
109,"22003630000001","2022-03-11 13:53:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
110,"22003620000001","2022-03-11 13:54:16",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
111,"22003646000001","2022-03-14 16:36:30",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
112,"22003653000001","2022-03-14 16:38:05",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
113,"22003654000001","2022-03-14 16:39:25",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
114,"22003651000001","2022-03-14 16:40:50",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
115,"22003643000001","2022-03-14 16:42:05",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
116,"22003642000001","2022-03-14 16:46:20",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
117,"22003641000001","2022-03-14 16:47:25",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
118,"22003650000001","2022-03-14 16:48:40",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
119,"22003649000001","2022-03-14 16:49:40",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
120,"22003647000001","2022-03-14 16:50:55",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
121,"22003648000001","2022-03-14 16:52:20",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
122,"22003644000001","2022-03-14 16:53:35",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
123,"22003655000001","2022-03-14 16:54:55",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
124,"22003661000001","2022-03-14 16:55:50",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
125,"22003656000001","2022-03-14 16:57:35",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
126,"22003645000001","2022-03-15 08:50:51",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
127,"22003657000001","2022-03-15 09:10:05",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
128,"22003660000001","2022-03-15 09:11:30",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
129,"22003662000001","2022-03-15 09:12:55",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
130,"22003658000001","2022-03-15 09:14:25",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
131,"22003652000001","2022-03-15 09:15:40",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
132,"22003663000001","2022-03-15 09:17:00",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
133,"22003669000001","2022-03-17 12:51:21",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
134,"22003667000001","2022-03-17 13:00:00",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
135,"22003664000001","2022-03-17 13:02:20",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
136,"22003071000001","2022-03-08 14:20:01",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
137,"22003659000001","2022-03-17 13:18:05",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
138,"22003666000001","2022-03-17 13:04:15",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
139,"22003665000001","2022-03-17 12:58:50",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
140,"22003668000001","2022-03-17 13:01:05",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
141,"22003670000001","2022-03-17 12:57:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
142,"22003116000001","2022-03-21 10:06:41",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
143,"22003690000001","2022-03-22 09:09:15",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
144,"22003688000001","2022-03-22 09:12:25",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
145,"22003689000001","2022-03-22 09:16:00",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
146,"22003687000001","2022-03-22 09:17:10",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
147,"22003698000001","2022-03-22 09:40:10",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
148,"22003686000001","2022-03-22 09:42:55",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
149,"22003700000001","2022-03-22 09:44:25",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
150,"22003699000001","2022-03-22 09:46:15",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
151,"22003684000001","2022-03-22 09:48:25",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
152,"22003685000001","2022-03-22 09:49:40",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
153,"22003682000001","2022-03-22 09:50:50",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
154,"22003683000001","2022-03-22 09:52:25",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
155,"22003680000001","2022-03-22 09:53:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
156,"22003681000001","2022-03-22 09:55:10",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
157,"22003678000001","2022-03-22 09:57:00",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
158,"22003679000001","2022-03-22 10:01:10",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
159,"22003677000001","2022-03-22 10:05:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
160,"22003676000001","2022-03-22 10:07:35",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
161,"22003675000001","2022-03-22 10:34:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
162,"22003674000001","2022-03-22 10:36:20",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
163,"22003673000001","2022-03-22 10:39:00",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
164,"22003672000001","2022-03-22 10:40:40",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
165,"22003671000001","2022-03-22 10:41:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
166,"22003692000001","2022-03-22 10:43:35",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
167,"22003695000001","2022-03-22 11:23:25",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
168,"22003697000001","2022-03-22 11:26:25",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
169,"22003696000001","2022-03-22 11:27:40",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
170,"22004415000001","2022-03-22 16:03:45",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
171,"22004421000001","2022-03-22 16:16:25",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"1","",
172,"22004412000001","2022-03-23 09:37:11",M270080G16PF2A,MUT7000 ASSEMBLED DN80 GROOVED  PN16 PL A316 2 MT.CABLE STD  ,"0","",
